metro_nonmetro,year,county_name,state_abbr,geoId,value_poverty,value_unemployment
Metropolitan,2012,Weld County,CO,us-co-123,0.14300025627286,0.07771801402705
Metropolitan,2013,Adams County,CO,us-co-001,0.13200009486173,0.08095545885327
Metropolitan,2013,Arapahoe County,CO,us-co-005,0.1230000482869,0.06561402759517
Metropolitan,2013,Boulder County,CO,us-co-013,0.13499988315456,0.0548186186323
Metropolitan,2013,Broomfield County,CO,us-co-014,0.06400027277687,0.05793053194073
Metropolitan,2013,Clear Creek County,CO,us-co-019,0.09100067159167,0.06238565678741
Metropolitan,2013,Denver County,CO,us-co-031,0.18699997951462,0.06628576444224
Metropolitan,2013,Douglas County,CO,us-co-035,0.03599996074159,0.05301343337771
Metropolitan,2013,El Paso County,CO,us-co-041,0.1139999716418,0.07840223246155
Metropolitan,2013,Elbert County,CO,us-co-039,0.06700025443135,0.05871746629037
Metropolitan,2013,Gilpin County,CO,us-co-047,0.08099352051836,0.05975975975976
Metropolitan,2013,Jefferson County,CO,us-co-059,0.09100001654713,0.06238098964447
Metropolitan,2013,Larimer County,CO,us-co-069,0.13799981836581,0.05794128738101
Metropolitan,2013,Mesa County,CO,us-co-077,0.15399983235072,0.08700948874481
Metropolitan,2013,Park County,CO,us-co-093,0.10300106509617,0.06054414453167
Metropolitan,2013,Pueblo County,CO,us-co-101,0.20100057357721,0.09828746675351
Metropolitan,2013,Teller County,CO,us-co-119,0.08400121301391,0.07783159146911
Metropolitan,2013,Weld County,CO,us-co-123,0.13200012170817,0.06557705518663
Metropolitan,2014,Adams County,CO,us-co-001,0.12899998949238,0.05710456308511
Metropolitan,2014,Arapahoe County,CO,us-co-005,0.11200003904198,0.04880994948933
Metropolitan,2014,Boulder County,CO,us-co-013,0.133,0.04087142671554
Metropolitan,2014,Broomfield County,CO,us-co-014,0.04,0.04222112220831
Metropolitan,2014,Clear Creek County,CO,us-co-019,0.08500055266939,0.04618437669132
Metropolitan,2014,Denver County,CO,us-co-031,0.15899998462461,0.04799786280388
Metropolitan,2014,Douglas County,CO,us-co-035,0.03700003466783,0.04009127425207
Metropolitan,2014,El Paso County,CO,us-co-041,0.12199993772574,0.05990114914925
Metropolitan,2014,Elbert County,CO,us-co-039,0.05900100569896,0.04262018123176
Metropolitan,2014,Gilpin County,CO,us-co-047,0.0790017211704,0.04384193827517
Metropolitan,2014,Jefferson County,CO,us-co-059,0.08299998540082,0.04546748532942
Metropolitan,2014,Larimer County,CO,us-co-069,0.12800007595129,0.042551278449
Metropolitan,2014,Mesa County,CO,us-co-077,0.15399961074348,0.06192295663761
Metropolitan,2014,Park County,CO,us-co-093,0.09400234235345,0.04595255823849
Metropolitan,2014,Pueblo County,CO,us-co-101,0.18999993633777,0.07302705827301
Metropolitan,2014,Teller County,CO,us-co-119,0.0949997842875,0.05843430437398
Metropolitan,2014,Weld County,CO,us-co-123,0.10500016570252,0.04465190133326
Metropolitan,2015,Adams County,CO,us-co-001,0.1279999339142,0.04331052202086
Metropolitan,2015,Arapahoe County,CO,us-co-005,0.09200004468268,0.03718040621266
Metropolitan,2015,Boulder County,CO,us-co-013,0.12300002909636,0.03168181252334
Metropolitan,2015,Broomfield County,CO,us-co-014,0.04899973697647,0.03336890375797
Metropolitan,2015,Clear Creek County,CO,us-co-019,0.09599650921785,0.0366660704704
Metropolitan,2015,Denver County,CO,us-co-031,0.15700009395399,0.0370347539191
Metropolitan,2015,Douglas County,CO,us-co-035,0.03400002491529,0.03089719005182
Metropolitan,2015,El Paso County,CO,us-co-041,0.10999995429428,0.04611347812532
Metropolitan,2015,Elbert County,CO,us-co-039,0.05899991895616,0.03141519407944
Metropolitan,2015,Gilpin County,CO,us-co-047,0.08,0.03100775193798
Metropolitan,2015,Jefferson County,CO,us-co-059,0.07899996952438,0.03517834783446
Metropolitan,2015,Larimer County,CO,us-co-069,0.12199985230042,0.03295508746242
Metropolitan,2015,Mesa County,CO,us-co-077,0.14100002774772,0.05548383514485
Metropolitan,2015,Park County,CO,us-co-093,0.09199951290794,0.03431890179514
Metropolitan,2015,Pueblo County,CO,us-co-101,0.19799994971589,0.05651702872382
Metropolitan,2015,Teller County,CO,us-co-119,0.08800068616519,0.0442279506854
Metropolitan,2015,Weld County,CO,us-co-123,0.11300016127009,0.03831495296789
Metropolitan,2016,Adams County,CO,us-co-001,0.11700002630988,0.03625032049386
Metropolitan,2016,Arapahoe County,CO,us-co-005,0.09,0.03125731199401
Metropolitan,2016,Boulder County,CO,us-co-013,0.10800025600819,0.0270412196187
Metropolitan,2016,Broomfield County,CO,us-co-014,0.05300028624373,0.0293786860513
Metropolitan,2016,Clear Creek County,CO,us-co-019,0.08100258175559,0.03203661327231
Metropolitan,2016,Denver County,CO,us-co-031,0.14000011760763,0.03149108450789
Metropolitan,2016,Douglas County,CO,us-co-035,0.03400003671049,0.02696178430573
Metropolitan,2016,El Paso County,CO,us-co-041,0.11500002240347,0.0378693564369
Metropolitan,2016,Elbert County,CO,us-co-039,0.06000158315523,0.02654221962958
Metropolitan,2016,Gilpin County,CO,us-co-047,0.07500852369587,0.02448861999424
Metropolitan,2016,Jefferson County,CO,us-co-059,0.07000003553572,0.02987704943967
Metropolitan,2016,Larimer County,CO,us-co-069,0.11200016940846,0.02833871872246
Metropolitan,2016,Mesa County,CO,us-co-077,0.15000068424726,0.05394738670632
Metropolitan,2016,Park County,CO,us-co-093,0.09200515041554,0.02836287799791
Metropolitan,2016,Pueblo County,CO,us-co-101,0.19900043459365,0.04855686210016
Metropolitan,2016,Teller County,CO,us-co-119,0.09500375344065,0.03783783783784
Metropolitan,2016,Weld County,CO,us-co-123,0.11500031009461,0.034378870552
Metropolitan,2017,Adams County,CO,us-co-001,0.10600013720133,0.02929299895026
Metropolitan,2017,Arapahoe County,CO,us-co-005,0.0780000532584,0.02666575462718
Metropolitan,2017,Boulder County,CO,us-co-013,0.12600019342983,0.0231517415998
Metropolitan,2017,Broomfield County,CO,us-co-014,0.0460002677894,0.02503952927759
Metropolitan,2017,Clear Creek County,CO,us-co-019,0.07800063673989,0.02502127659574
Metropolitan,2017,Denver County,CO,us-co-031,0.125,0.02636072732372
Metropolitan,2017,Douglas County,CO,us-co-035,0.03200004842073,0.02289523335838
Metropolitan,2017,El Paso County,CO,us-co-041,0.10800015976355,0.03140529331648
Metropolitan,2017,Elbert County,CO,us-co-039,0.04900011694539,0.02331714087439
Metropolitan,2017,Gilpin County,CO,us-co-047,0.06900584795322,0.01941747572816
Metropolitan,2017,Jefferson County,CO,us-co-059,0.07600009248999,0.02521618956045
Metropolitan,2017,Larimer County,CO,us-co-069,0.11000014883389,0.02330116966548
Metropolitan,2017,Mesa County,CO,us-co-077,0.14900042073262,0.03817094179406
Metropolitan,2017,Park County,CO,us-co-093,0.08600090171326,0.0227251026449
Metropolitan,2017,Pueblo County,CO,us-co-101,0.18200047034942,0.0412772273256
Metropolitan,2017,Teller County,CO,us-co-119,0.08800065458413,0.03084707034438
Metropolitan,2017,Weld County,CO,us-co-123,0.09400015349143,0.02572402260116
Nonmetropolitan,2009,Alamosa County,CO,us-co-003,0.22200745547425,0.06300358102059
Nonmetropolitan,2009,Archuleta County,CO,us-co-007,0.12899571093307,0.07451847173982
Nonmetropolitan,2009,Baca County,CO,us-co-009,0.18302094818082,0.0366370998843
Nonmetropolitan,2009,Bent County,CO,us-co-011,0.37200820606337,0.06492537313433
Nonmetropolitan,2009,Chaffee County,CO,us-co-015,0.12,0.06273320895522
Nonmetropolitan,2009,Cheyenne County,CO,us-co-017,0.13399648917496,0.02551020408163
Nonmetropolitan,2009,Conejos County,CO,us-co-021,0.24498456790123,0.0741037988229
Nonmetropolitan,2009,Costilla County,CO,us-co-023,0.27399872854418,0.09064539521392
Nonmetropolitan,2009,Crowley County,CO,us-co-025,0.52998379254457,0.08605938600906
Nonmetropolitan,2009,Custer County,CO,us-co-027,0.13901458019105,0.06228543403629
Nonmetropolitan,2009,Delta County,CO,us-co-029,0.13900016283993,0.07146644670948
Nonmetropolitan,2009,Dolores County,CO,us-co-033,0.12403100775194,0.13122605363985
Nonmetropolitan,2009,Eagle County,CO,us-co-037,0.08000074749589,0.07008289374529
Nonmetropolitan,2009,Fremont County,CO,us-co-043,0.18099807060541,0.08518092187578
Nonmetropolitan,2009,Garfield County,CO,us-co-045,0.08600039623219,0.06956296125461
Nonmetropolitan,2009,Grand County,CO,us-co-049,0.0850018070112,0.06672558550597
Nonmetropolitan,2009,Gunnison County,CO,us-co-051,0.13400013701446,0.05431208231675
Nonmetropolitan,2009,Hinsdale County,CO,us-co-053,0.11205846528624,0.03157894736842
Nonmetropolitan,2009,Huerfano County,CO,us-co-055,0.26900125628141,0.08713098308971
Nonmetropolitan,2009,Jackson County,CO,us-co-057,0.15,0.04098994586234
Nonmetropolitan,2009,Kiowa County,CO,us-co-061,0.14802631578947,0.04195804195804
Nonmetropolitan,2009,Kit Carson County,CO,us-co-063,0.1539910183978,0.03909465020576
Nonmetropolitan,2009,La Plata County,CO,us-co-067,0.1160008071025,0.05380464284574
Nonmetropolitan,2009,Lake County,CO,us-co-065,0.13799170541661,0.08555327868852
Nonmetropolitan,2009,Las Animas County,CO,us-co-071,0.18499540139272,0.0813413785101
Nonmetropolitan,2009,Lincoln County,CO,us-co-073,0.16699123661149,0.04118404118404
Nonmetropolitan,2009,Logan County,CO,us-co-075,0.17000109325462,0.04962181032333
Nonmetropolitan,2009,Mineral County,CO,us-co-079,0.10503282275711,0.06680584551148
Nonmetropolitan,2009,Moffat County,CO,us-co-081,0.10100064790152,0.06213506665198
Nonmetropolitan,2009,Montezuma County,CO,us-co-083,0.16899948159668,0.07332328560663
Nonmetropolitan,2009,Montrose County,CO,us-co-085,0.12800038832124,0.08103881332638
Nonmetropolitan,2009,Morgan County,CO,us-co-087,0.14400177232951,0.05383187483426
Nonmetropolitan,2009,Otero County,CO,us-co-089,0.23600330305533,0.06834300451322
Nonmetropolitan,2009,Ouray County,CO,us-co-091,0.08500435919791,0.05616815988973
Nonmetropolitan,2009,Phillips County,CO,us-co-095,0.1239972495989,0.03567318757192
Nonmetropolitan,2009,Pitkin County,CO,us-co-097,0.06500124285359,0.06013822816623
Nonmetropolitan,2009,Prowers County,CO,us-co-099,0.23099944868867,0.05807648401826
Nonmetropolitan,2009,Rio Blanco County,CO,us-co-103,0.07699545240709,0.04872290191028
Nonmetropolitan,2009,Rio Grande County,CO,us-co-105,0.16999299719888,0.06084266352387
Nonmetropolitan,2009,Routt County,CO,us-co-107,0.06399931090917,0.06510040687754
Nonmetropolitan,2009,Saguache County,CO,us-co-109,0.30101896405321,0.08036236119229
Nonmetropolitan,2009,San Juan County,CO,us-co-111,0.13503649635036,0.07374100719424
Nonmetropolitan,2009,San Miguel County,CO,us-co-113,0.10700466977985,0.05919540229885
Nonmetropolitan,2009,Sedgwick County,CO,us-co-115,0.15502854633289,0.03723094822571
Nonmetropolitan,2009,Summit County,CO,us-co-117,0.08700037355248,0.06069346794063
Nonmetropolitan,2009,Washington County,CO,us-co-121,0.12099473935916,0.03987935656836
Nonmetropolitan,2009,Yuma County,CO,us-co-125,0.13300284780086,0.03304274465692
Nonmetropolitan,2010,Alamosa County,CO,us-co-003,0.21000270709258,0.08984679304077
Nonmetropolitan,2010,Archuleta County,CO,us-co-007,0.13099522892776,0.10648228176318
Nonmetropolitan,2010,Baca County,CO,us-co-009,0.17300944669366,0.0489443378119
Nonmetropolitan,2010,Bent County,CO,us-co-011,0.30897846999542,0.08125623130608
Nonmetropolitan,2010,Chaffee County,CO,us-co-015,0.12900085189242,0.07690447400242
Nonmetropolitan,2010,Cheyenne County,CO,us-co-017,0.12100840336134,0.04106972301815
Nonmetropolitan,2010,Conejos County,CO,us-co-021,0.21301128777764,0.09565680788702
Nonmetropolitan,2010,Costilla County,CO,us-co-023,0.25701331822046,0.10624597553123
Nonmetropolitan,2010,Crowley County,CO,us-co-025,0.34695180338334,0.09132720105125
Nonmetropolitan,2010,Custer County,CO,us-co-027,0.1499878256635,0.06641000962464
Nonmetropolitan,2010,Delta County,CO,us-co-029,0.15699963603878,0.10675396278429
Nonmetropolitan,2010,Dolores County,CO,us-co-033,0.1290009699321,0.177
Nonmetropolitan,2010,Eagle County,CO,us-co-037,0.08499961398904,0.08475359817549
Nonmetropolitan,2010,Fremont County,CO,us-co-043,0.16700010529641,0.11703001579779
Nonmetropolitan,2010,Garfield County,CO,us-co-045,0.09599971051727,0.10338999266511
Nonmetropolitan,2010,Grand County,CO,us-co-049,0.08299802223283,0.0877094972067
Nonmetropolitan,2010,Gunnison County,CO,us-co-051,0.14500137703112,0.06424110240904
Nonmetropolitan,2010,Hinsdale County,CO,us-co-053,0.09397590361446,0.05744680851064
Nonmetropolitan,2010,Huerfano County,CO,us-co-055,0.22699292089874,0.13974121996303
Nonmetropolitan,2010,Jackson County,CO,us-co-057,0.1509705248023,0.08813928182807
Nonmetropolitan,2010,Kiowa County,CO,us-co-061,0.12996389891697,0.06418485237484
Nonmetropolitan,2010,Kit Carson County,CO,us-co-063,0.14,0.04534062428799
Nonmetropolitan,2010,La Plata County,CO,us-co-067,0.11499929448286,0.07129945772243
Nonmetropolitan,2010,Lake County,CO,us-co-065,0.14399108759226,0.11001829826167
Nonmetropolitan,2010,Las Animas County,CO,us-co-071,0.18799918083146,0.10604586518416
Nonmetropolitan,2010,Lincoln County,CO,us-co-073,0.17899977370446,0.05991639572689
Nonmetropolitan,2010,Logan County,CO,us-co-075,0.16299909857363,0.06304946274754
Nonmetropolitan,2010,Mineral County,CO,us-co-079,0.11898016997167,0.06971153846154
Nonmetropolitan,2010,Moffat County,CO,us-co-081,0.10099978106984,0.0991582074771
Nonmetropolitan,2010,Montezuma County,CO,us-co-083,0.17399897229139,0.09113885272268
Nonmetropolitan,2010,Montrose County,CO,us-co-085,0.15000122390033,0.10977501939488
Nonmetropolitan,2010,Morgan County,CO,us-co-087,0.1420004361416,0.07017179274037
Nonmetropolitan,2010,Otero County,CO,us-co-089,0.19899929297873,0.09176581458358
Nonmetropolitan,2010,Ouray County,CO,us-co-091,0.09399005874379,0.09809390980939
Nonmetropolitan,2010,Phillips County,CO,us-co-095,0.11398728428701,0.05279927173418
Nonmetropolitan,2010,Pitkin County,CO,us-co-097,0.06999824858427,0.08079786745105
Nonmetropolitan,2010,Prowers County,CO,us-co-099,0.23000736678399,0.06973726889393
Nonmetropolitan,2010,Rio Blanco County,CO,us-co-103,0.08600469116497,0.08900190718373
Nonmetropolitan,2010,Rio Grande County,CO,us-co-105,0.17299720835801,0.10635438663851
Nonmetropolitan,2010,Routt County,CO,us-co-107,0.0769989704873,0.09277216147445
Nonmetropolitan,2010,Saguache County,CO,us-co-109,0.25098554533509,0.10143509458578
Nonmetropolitan,2010,San Juan County,CO,us-co-111,0.15909090909091,0.12475247524752
Nonmetropolitan,2010,San Miguel County,CO,us-co-113,0.1,0.07849550286182
Nonmetropolitan,2010,Sedgwick County,CO,us-co-115,0.13597612958227,0.07447774750227
Nonmetropolitan,2010,Summit County,CO,us-co-117,0.10099892971816,0.06739516888006
Nonmetropolitan,2010,Washington County,CO,us-co-121,0.13899697362732,0.05907335907336
Nonmetropolitan,2010,Yuma County,CO,us-co-125,0.125,0.05620941558442
Nonmetropolitan,2011,Alamosa County,CO,us-co-003,0.22699959941247,0.09656428943259
Nonmetropolitan,2011,Archuleta County,CO,us-co-007,0.14900075891728,0.10073068893528
Nonmetropolitan,2011,Baca County,CO,us-co-009,0.20501077586207,0.04787234042553
Nonmetropolitan,2011,Bent County,CO,us-co-011,0.32398316970547,0.08242612752722
Nonmetropolitan,2011,Chaffee County,CO,us-co-015,0.12899890524267,0.07215998072521
Nonmetropolitan,2011,Cheyenne County,CO,us-co-017,0.12897914379802,0.04190476190476
Nonmetropolitan,2011,Conejos County,CO,us-co-021,0.19799347274266,0.10461373390558
Nonmetropolitan,2011,Costilla County,CO,us-co-023,0.25997813012575,0.11694058154235
Nonmetropolitan,2011,Crowley County,CO,us-co-025,0.48105698822031,0.08870967741935
Nonmetropolitan,2011,Custer County,CO,us-co-027,0.15599505562423,0.06346058502727
Nonmetropolitan,2011,Delta County,CO,us-co-029,0.1659997982583,0.10437920743979
Nonmetropolitan,2011,Dolores County,CO,us-co-033,0.13300733496333,0.12777191129884
Nonmetropolitan,2011,Eagle County,CO,us-co-037,0.09800061756986,0.07848321771861
Nonmetropolitan,2011,Fremont County,CO,us-co-043,0.17999842796133,0.12006785624529
Nonmetropolitan,2011,Garfield County,CO,us-co-045,0.10700086742808,0.09472208057114
Nonmetropolitan,2011,Grand County,CO,us-co-049,0.1039994464434,0.08050028425242
Nonmetropolitan,2011,Gunnison County,CO,us-co-051,0.1790051457976,0.06029189733266
Nonmetropolitan,2011,Hinsdale County,CO,us-co-053,0.1070110701107,0.0507399577167
Nonmetropolitan,2011,Huerfano County,CO,us-co-055,0.22,0.13576532531027
Nonmetropolitan,2011,Jackson County,CO,us-co-057,0.16096139839767,0.06047032474804
Nonmetropolitan,2011,Kiowa County,CO,us-co-061,0.12596762843068,0.05023923444976
Nonmetropolitan,2011,Kit Carson County,CO,us-co-063,0.16201040810737,0.04689331770223
Nonmetropolitan,2011,La Plata County,CO,us-co-067,0.11100027929617,0.07015877323925
Nonmetropolitan,2011,Lake County,CO,us-co-065,0.1640016400164,0.10075394105552
Nonmetropolitan,2011,Las Animas County,CO,us-co-071,0.19499683788912,0.11021929195929
Nonmetropolitan,2011,Lincoln County,CO,us-co-073,0.17700522608498,0.06338349293206
Nonmetropolitan,2011,Logan County,CO,us-co-075,0.18000214224507,0.06253948199621
Nonmetropolitan,2011,Mineral County,CO,us-co-079,0.11205673758865,0.05399061032864
Nonmetropolitan,2011,Moffat County,CO,us-co-081,0.11899604093524,0.09299071364966
Nonmetropolitan,2011,Montezuma County,CO,us-co-083,0.16400015879948,0.08747882334822
Nonmetropolitan,2011,Montrose County,CO,us-co-085,0.16600187127591,0.11050606984064
Nonmetropolitan,2011,Morgan County,CO,us-co-087,0.15300093666691,0.06667553014691
Nonmetropolitan,2011,Otero County,CO,us-co-089,0.23900396890121,0.09961052755813
Nonmetropolitan,2011,Ouray County,CO,us-co-091,0.09799400507263,0.10182896688087
Nonmetropolitan,2011,Phillips County,CO,us-co-095,0.12398797131622,0.05338904363974
Nonmetropolitan,2011,Pitkin County,CO,us-co-097,0.07499852828634,0.07816218195131
Nonmetropolitan,2011,Prowers County,CO,us-co-099,0.21000163425396,0.06616469080423
Nonmetropolitan,2011,Rio Blanco County,CO,us-co-103,0.10099464422341,0.07855081756973
Nonmetropolitan,2011,Rio Grande County,CO,us-co-105,0.18499320190347,0.1228649068323
Nonmetropolitan,2011,Routt County,CO,us-co-107,0.08700182339151,0.08237681970885
Nonmetropolitan,2011,Saguache County,CO,us-co-109,0.29701853344077,0.11144278606965
Nonmetropolitan,2011,San Juan County,CO,us-co-111,0.1799709724238,0.11685823754789
Nonmetropolitan,2011,San Miguel County,CO,us-co-113,0.11100696304231,0.08045035823951
Nonmetropolitan,2011,Sedgwick County,CO,us-co-115,0.13801971710244,0.0793795620438
Nonmetropolitan,2011,Summit County,CO,us-co-117,0.105,0.06502207218904
Nonmetropolitan,2011,Washington County,CO,us-co-121,0.12600828428167,0.05446118192352
Nonmetropolitan,2011,Yuma County,CO,us-co-125,0.13599513579246,0.05259975816203
Nonmetropolitan,2012,Alamosa County,CO,us-co-003,0.24400319829424,0.10451030927835
Nonmetropolitan,2012,Archuleta County,CO,us-co-007,0.14600550964187,0.10033095279568
Nonmetropolitan,2012,Baca County,CO,us-co-009,0.19402576048232,0.04511650966782
Nonmetropolitan,2012,Bent County,CO,us-co-011,0.31699661999034,0.08357515960534
Nonmetropolitan,2012,Chaffee County,CO,us-co-015,0.13799963827094,0.06818724623836
Nonmetropolitan,2012,Cheyenne County,CO,us-co-017,0.12199124726477,0.04549950544016
Nonmetropolitan,2012,Conejos County,CO,us-co-021,0.24699307496052,0.10584433072987
Nonmetropolitan,2012,Costilla County,CO,us-co-023,0.27401837928154,0.1140897755611
Nonmetropolitan,2012,Crowley County,CO,us-co-025,0.51195545365215,0.08070432868672
Nonmetropolitan,2012,Custer County,CO,us-co-027,0.16198387490838,0.06338028169014
Nonmetropolitan,2012,Delta County,CO,us-co-029,0.17500168953166,0.09644740494033
Nonmetropolitan,2012,Dolores County,CO,us-co-033,0.1450075263422,0.10210526315789
Nonmetropolitan,2012,Eagle County,CO,us-co-037,0.09500077567484,0.07153446997776
Nonmetropolitan,2012,Fremont County,CO,us-co-043,0.19400219241009,0.11651540329797
Nonmetropolitan,2012,Garfield County,CO,us-co-045,0.11899966132511,0.08493828727353
Nonmetropolitan,2012,Grand County,CO,us-co-049,0.09899943630214,0.07241576242147
Nonmetropolitan,2012,Gunnison County,CO,us-co-051,0.16000272925764,0.05975609756098
Nonmetropolitan,2012,Hinsdale County,CO,us-co-053,0.1,0.04805491990847
Nonmetropolitan,2012,Huerfano County,CO,us-co-055,0.24001243587751,0.14226100151745
Nonmetropolitan,2012,Jackson County,CO,us-co-057,0.15703703703704,0.05199516324063
Nonmetropolitan,2012,Kiowa County,CO,us-co-061,0.13104414856342,0.0452876376989
Nonmetropolitan,2012,Kit Carson County,CO,us-co-063,0.14299397920088,0.04418714555766
Nonmetropolitan,2012,La Plata County,CO,us-co-067,0.125,0.06635454208629
Nonmetropolitan,2012,Lake County,CO,us-co-065,0.15900913368392,0.08614976805832
Nonmetropolitan,2012,Las Animas County,CO,us-co-071,0.19700485129719,0.11997703788749
Nonmetropolitan,2012,Lincoln County,CO,us-co-073,0.19398907103825,0.06484483557202
Nonmetropolitan,2012,Logan County,CO,us-co-075,0.17700161203654,0.05976886962802
Nonmetropolitan,2012,Mineral County,CO,us-co-079,0.11505681818182,0.05393258426966
Nonmetropolitan,2012,Moffat County,CO,us-co-081,0.12100107148324,0.08245161290323
Nonmetropolitan,2012,Montezuma County,CO,us-co-083,0.21200206521307,0.08525452576203
Nonmetropolitan,2012,Montrose County,CO,us-co-085,0.16400109102631,0.10316340922829
Nonmetropolitan,2012,Morgan County,CO,us-co-087,0.13399762581388,0.06750266808965
Nonmetropolitan,2012,Otero County,CO,us-co-089,0.23100554062209,0.10253360294992
