metro_nonmetro,year,county_name,state_abbr,geoId,value
Metropolitan,2017,"Worcester County",MA,us-ma-027,38.8
Nonmetropolitan,2010,"Dukes County",MA,us-ma-007,45.3
Nonmetropolitan,2010,"Franklin County",MA,us-ma-011,44.3
Nonmetropolitan,2010,"Nantucket County",MA,us-ma-019,39.6
Nonmetropolitan,2011,"Dukes County",MA,us-ma-007,45.8
Nonmetropolitan,2011,"Franklin County",MA,us-ma-011,44.5
Nonmetropolitan,2011,"Nantucket County",MA,us-ma-019,40.2
Nonmetropolitan,2012,"Dukes County",MA,us-ma-007,46.2
Nonmetropolitan,2012,"Franklin County",MA,us-ma-011,44.8
Nonmetropolitan,2012,"Nantucket County",MA,us-ma-019,40.3
Nonmetropolitan,2013,"Dukes County",MA,us-ma-007,46.5
Nonmetropolitan,2013,"Franklin County",MA,us-ma-011,45.2
Nonmetropolitan,2013,"Nantucket County",MA,us-ma-019,40.4
Nonmetropolitan,2014,"Dukes County",MA,us-ma-007,46.8
Nonmetropolitan,2014,"Franklin County",MA,us-ma-011,45.6
Nonmetropolitan,2014,"Nantucket County",MA,us-ma-019,40.4
Nonmetropolitan,2015,"Dukes County",MA,us-ma-007,47.1
Nonmetropolitan,2015,"Franklin County",MA,us-ma-011,45.9
Nonmetropolitan,2015,"Nantucket County",MA,us-ma-019,40.8
Nonmetropolitan,2016,"Dukes County",MA,us-ma-007,47.4
Nonmetropolitan,2016,"Franklin County",MA,us-ma-011,46.2
Nonmetropolitan,2016,"Nantucket County",MA,us-ma-019,40.6
Nonmetropolitan,2017,"Dukes County",MA,us-ma-007,44
Nonmetropolitan,2017,"Nantucket County",MA,us-ma-019,38.9
